u,v,name,length,highway,oneway
42449843,42439498,1st Avenue,79.7813345904,primary,True
42441654,42432572,Riverside Drive,82.4923354092,secondary,False
42441654,42441670,Riverside Drive,81.5631840528,secondary,False
42441654,42431007,West 74th Street,149.1285462,residential,True
2821304137,42429562,Murray Street,160.693524124,secondary,True
2821304137,2821304138,Broadway,66.9444081385,secondary,True
2821304138,272195270,Broadway,72.3566453709,secondary,True
42428917,42428914,Broadway,78.8586068168,primary,True
42428917,561035356,West 140th Street,18.3125565824,residential,True
42423456,4602414021,Varick Street,3.42162891126,secondary,True
42430474,42434905,Madison Avenue,79.6980044945,secondary,True
42430474,42425127,East 102nd Street,155.031508115,residential,True
42441668,42431009,West 76th Street,180.511230137,residential,True
42441668,42438867,Riverside Drive,80.9634454686,secondary,False
42441668,42441670,Riverside Drive,82.5224824096,secondary,False
42423101,42446331,West 175th Street,140.982281115,residential,True
42423101,42436806,Amsterdam Avenue,84.1725616202,secondary,False
42423101,42442723,Amsterdam Avenue,86.2116180524,secondary,False
42441670,42441668,Riverside Drive,82.5224824096,secondary,False
42441670,42441654,Riverside Drive,81.5631840528,secondary,False
42427764,42427762,West 58th Street,62.3819036116,residential,True
589929417,42433408,FDR Drive,202.44657024,secondary,False
589929417,42423905,FDR Drive,47.8552029705,secondary,False
589929417,42452814,East 93rd Street,185.81454013,residential,True
42437111,42432054,Forsyth Street,137.08071527,residential,True
42431650,596775963,East 64th Street,143.73269681,residential,True
42431650,42445972,Madison Avenue,79.5903958276,secondary,True
42433547,42433545,East Broadway,194.417126093,secondary,False
42433547,42433549,East Broadway,51.6094366175,secondary,False
42433547,42440785,Rutgers Street,40.1094266091,secondary,False
42449874,42442788,East Houston Street,223.183842447,primary,True
42449874,42453613,Avenue D,15.0238133303,unclassified,False
42449874,42437118,Columbia Street,279.639938731,residential,False
42442276,42433577,Spring Street,80.3466779308,residential,True
42442276,42432142,West Broadway,164.16087669,tertiary,False
42442276,42454423,West Broadway,161.370129308,tertiary,False
42437559,42433537,Catherine Street,61.6167395503,residential,True
42437559,1773066054,Bowery,11.9925107035,primary,True
1764387321,42429109,Broadway,79.3197891853,primary,False
1764387321,42421783,Broadway,42.4474991356,primary,False
42438923,42438928,West 123rd Street,272.92432848,residential,True
42438923,42440138,Morningside Avenue,79.0738211102,residential,False
42438923,42440134,Morningside Avenue,80.6882481154,residential,False
60927823,60927825,Riverside Drive,167.918133802,secondary,False
60927823,60927822,Riverside Drive,55.4956678205,secondary,False
42428922,561035358,West 142nd Street,18.3137192377,residential,True
42428922,42428919,Broadway,80.9326089672,primary,True
42449886,42453104,East 11th Street,151.835473119,residential,True
42449886,42446533,3rd Avenue,81.034577279,primary,False
42449886,42430886,3rd Avenue,76.4421359242,primary,False
42441695,42441701,Riverside Drive,86.333618591,residential,True
42434384,42434385,East 110th Street,154.228767381,residential,True
42434384,42447187,Lexington Avenue,80.1268544546,secondary,True
42449890,42455465,East 16th Street,139.037735524,residential,True
42449890,42446875,3rd Avenue,74.2850799005,primary,False
42449890,42431459,3rd Avenue,81.3184390827,primary,False
42449893,42439170,3rd Avenue,74.5263146934,primary,False
42449893,42437283,3rd Avenue,74.2279739115,primary,False
42449893,42434358,East 19th Street,154.174907865,residential,True
374463462,374475605,Henry Hudson Parkway,527.473591919,motorway,True
60927825,595441960,Riverside Drive,79.2985814889,secondary,False
60927825,60927823,Riverside Drive,167.918133802,secondary,False
42441704,587933855,Riverside Drive,185.37628937,residential,True
42433513,42450468,East 106th Street,212.94779836,residential,False
42433513,42456101,"[u'FDR Drive', u'East 105th Street']",315.820254212,residential,True
587933855,595352889,Riverside Drive,39.2821646344,residential,True
4420411218,42442559,West 103rd Street,62.4102093495,residential,False
1506445821,42435362,Morningside Drive,85.888395485,secondary,False
1506445821,42437142,West 116th Street,162.161043945,residential,False
1506445821,3579432159,Morningside Drive,164.678006253,secondary,False
42443040,42429340,2nd Avenue,84.6123455861,primary,True
42443040,42450030,East 87th Street,216.016683795,residential,True
1506445822,1506445797,Riverside Drive,89.1097228274,secondary,True
42448674,42442638,West 151st Street,162.3464174,residential,True
42448674,42443582,Convent Avenue,84.6545524066,tertiary,False
42449918,42446275,3rd Avenue,79.0660276056,primary,True
42449918,42446932,East 27th Street,155.082907542,unclassified,True
42458112,596776314,East 111th Street,25.9778107855,residential,True
42458112,42449413,Park Avenue,81.9794803751,secondary,True
42433537,42433539,East Broadway,232.249386585,secondary,False
42433537,588455742,East Broadway,67.8794086996,secondary,False
42433537,42435910,Catherine Street,75.4106194756,residential,True
42431659,42431661,East 64th Street,228.13655653,residential,True
42431659,42429981,2nd Avenue,79.3161530918,primary,True
42425348,2029349908,Riverside Drive,69.9753381224,secondary,False
42425348,595314125,Riverside Drive,324.895987499,secondary,False
42425348,2029349871,West 95th Street,17.2108276976,secondary,True
42449926,42449314,3rd Avenue,80.4541716497,primary,True
42449926,42446933,East 31st Street,155.229672853,tertiary,True
42433543,42457821,East Broadway,19.1454429,secondary,False
42433543,42433542,East Broadway,82.1381885019,secondary,False
42449928,42445378,3rd Avenue,84.6263388822,primary,True
42449928,42446935,East 33rd Street,155.802643824,unclassified,True
42433545,42433547,East Broadway,194.417126093,secondary,False
42433545,42437972,Pike Street,58.3688373877,primary,True
42433545,42457821,East Broadway,21.6830070058,secondary,False
42438487,42446026,Madison Avenue,80.599098698,secondary,True
42438487,596776083,East 80th Street,145.646021636,residential,True
42449932,42423020,East 36th Street,213.553139138,secondary,True
42449932,42449685,3rd Avenue,78.5939245528,primary,True
42433549,42440785,Canal Street,67.9479614717,residential,True
42433549,42433547,East Broadway,51.6094366175,secondary,False
42433549,42433550,East Broadway,76.0949979844,secondary,False
42433550,42433549,East Broadway,76.0949979844,secondary,False
42433550,42435925,Jefferson Street,76.6114231728,residential,True
42433550,42433551,East Broadway,128.64052045,secondary,False
42433551,42440408,Clinton Street,189.032494784,residential,False
42433551,42433553,East Broadway,155.985608392,secondary,False
42433551,42433550,East Broadway,128.64052045,secondary,False
42433553,42433554,East Broadway,51.5545725383,secondary,False
42433553,588455700,Montgomery Street,76.404505221,residential,True
42433553,42433551,East Broadway,155.985608392,secondary,False
42433554,42433553,East Broadway,51.5545725383,secondary,False
42433554,42435931,Samuel Dickstein Plaza,84.4425761607,secondary,False
42433554,42433555,East Broadway,127.053121239,secondary,False
42433554,42427335,Samuel Dickstein Plaza,88.1628741461,secondary,False
42433555,42433554,East Broadway,127.053121239,secondary,False
42433555,4375208206,East Broadway,68.3705880373,residential,True
42433557,42433555,East Broadway,34.7111687229,secondary,True
42433557,42452107,Grand Street,29.6295901754,primary,False
42433557,4375208206,Grand Street,50.8181047534,primary,False
42449942,42432451,3rd Avenue,78.7233107971,primary,True
42449942,42453007,East 40th Street,80.3544175022,unclassified,True
42449945,42442937,East 42nd Street,212.744606066,primary,False
42449945,42449947,3rd Avenue,84.4070494151,primary,True
42449945,42446959,East 42nd Street,156.454442406,primary,False
42449947,42446971,East 43rd Street,157.359766145,residential,True
42449947,42449948,3rd Avenue,79.3047892251,primary,True
42433564,42427915,Central Park West,85.6208610735,secondary,False
42433564,42435308,Central Park West,80.5144200732,secondary,False
42433565,42443280,Columbus Avenue,82.9622714118,primary,True
42433565,42433564,West 82nd Street,270.388768627,residential,True
42430736,42450434,West 54th Street,273.953538224,secondary,True
42430736,42430739,11th Avenue,78.7598821099,secondary,False
42430736,42430722,11th Avenue,82.640705575,secondary,False
42430736,61275605,West 54th Street,197.906225096,secondary,False
42433567,42437305,Amsterdam Avenue,81.8471169872,primary,True
42433567,42433565,West 82nd Street,273.40619893,residential,True
42433569,42437312,Riverside Drive,89.758124964,secondary,False
42433569,42431027,West 82nd Street,141.700474542,residential,True
42433569,42441587,Riverside Drive,84.1024257698,secondary,False
42449954,42446986,East 47th Street,156.667597685,residential,True
42449954,42448813,3rd Avenue,81.1236460183,primary,True
42449956,42442952,East 50th Street,213.931594692,secondary,True
42449956,42440463,3rd Avenue,79.2288367855,primary,True
42433573,42440825,Canal Street,50.4499427238,primary,False
42433573,42440829,Canal Street,81.0830992039,primary,False
4990704678,3099327948,Malcolm X Boulevard,72.0531786,secondary,True
4990704679,42447346,5th Avenue,148.456008535,secondary,False
4990704679,4990704678,West 139th Street,304.88519557,residential,True
4990704679,42456831,5th Avenue,4.03447663173,secondary,False
4990704680,3099327930,Malcolm X Boulevard,4.53707941587,secondary,True
4990704680,371337199,West 139th Street,304.674781083,residential,True
42449961,42436707,3rd Avenue,79.5963256591,primary,True
42449961,42442955,East 52nd Street,213.995119663,residential,True
588938282,4477147271,Manhattan Bridge lower level,165.40988203,primary,True
302095403,42454893,Fort Tryon Place,158.952857485,residential,False
593886253,42432540,Tudor City Place,64.4580124312,residential,False
42441774,42441777,Riverside Drive,83.3282742231,tertiary,True
60927837,60927836,Riverside Drive,57.5759311288,secondary,True
60927837,60929261,Riverside Drive,311.945008511,secondary,False
42441777,42442058,Riverside Drive,99.208523483,tertiary,True
42441777,42428951,West 152nd Street,181.703242538,residential,True
42449971,42442961,East 58th Street,216.394441957,secondary,True
42449971,4288677093,3rd Avenue,77.4209600401,primary,True
42440290,42453943,Church Street,67.8959599853,secondary,True
42449979,42447020,East 60th Street,154.35694029,secondary,True
42449979,42436519,3rd Avenue,78.9010622566,primary,True
1815133244,42445027,9th Avenue,78.6856591254,primary,True
1815133244,42449550,West 53rd Street,273.663170299,secondary,True
42449982,42442963,East 62nd Street,214.728082239,residential,True
42449982,42429980,3rd Avenue,79.5293782458,primary,True
254342115,587934436,Henry Hudson Parkway,36.6558968396,motorway,True
42449985,42442977,East 65th Street,215.482937179,secondary,True
42449985,42447235,3rd Avenue,79.2523238679,primary,True
42433604,42443950,5th Avenue,78.7034772316,secondary,True
42433604,42445910,East 38th Street,154.450622681,unclassified,True
42431802,4841945995,Christopher Street,10.4601442743,residential,True
42431802,42431797,Bleecker Street,58.6181514126,unclassified,True
42449991,42429690,3rd Avenue,81.629622776,primary,True
42449991,42447076,East 69th Street,154.346191978,residential,True
42425417,42426971,Harlem River Drive,1070.81929166,motorway,True
42457476,596775840,Park Avenue,80.0257829106,secondary,True
42457476,42443811,East 47th Street,57.8540137279,residential,True
42433611,42439960,7th Avenue,79.1134043588,secondary,True
42433611,42428268,West 38th Street,140.051965792,unclassified,True
42441805,42442058,Riverside Drive,19.9266312487,secondary,False
42441805,42441823,Riverside Drive,192.452142948,secondary,False
42425425,42424603,Harlem River Drive,179.957879113,residential,True
4685453634,42431500,Horatio Street,131.09576032,unclassified,True
42433620,42433611,West 38th Street,273.819790093,unclassified,True
42433620,42435654,8th Avenue,79.2100648619,secondary,True
246909454,588593353,West Street,61.9488430238,trunk,True
42429394,4557517555,West 13th Street,53.7126519534,unclassified,True
42429394,42436431,Hudson Street,69.1518445651,residential,True
42450009,42446472,3rd Avenue,80.119936584,primary,True
42450009,42443020,East 76th Street,215.794167893,residential,True
42437135,588455857,South Street,25.7370040726,primary,False
42437135,1538237325,South Street,137.376937749,primary,False
587988061,3884569931,Robert F. Wagner Sr. Place,48.7012859311,secondary,True
42450015,42447105,East 79th Street,152.880065304,secondary,False
42450015,42443027,East 79th Street,218.563468395,secondary,False
42450015,42438503,3rd Avenue,85.4636157726,primary,True
374472690,374470398,Henry Hudson Parkway,204.478234343,motorway,True
42450025,42447115,East 81st Street,154.44941546,residential,True
42450025,42439403,3rd Avenue,81.5762220171,primary,True
42446293,1632878994,1st Avenue,17.7628227237,primary,True
42446293,42429910,"[u'East 28th Street', u'Mount Carmel Place']",257.906375492,residential,True
42430311,42430314,6th Avenue,76.8859200543,secondary,True
42430311,42452973,West 36th Street,309.504044758,secondary,True
42450028,42429338,3rd Avenue,88.0621190762,primary,True
42450028,42447132,East 85th Street,154.369916896,residential,True
42450030,42447136,East 87th Street,154.527648318,residential,True
42450030,42445740,3rd Avenue,79.1599846356,primary,True
589298803,42429981,East 63rd Street,90.6859006305,tertiary,True
42450037,4163883691,East 93rd Street,154.30322794,residential,True
42450037,42444500,3rd Avenue,80.1030049661,primary,True
371337175,42435953,5th Avenue,13.400364074,secondary,False
371337175,371337199,5th Avenue,65.434001214,secondary,False
246913431,42446640,West Street,92.1755915789,trunk,True
42450044,42447166,East 96th Street,153.773012329,secondary,False
42450044,42443054,East 96th Street,218.18859812,secondary,False
42450044,42449007,3rd Avenue,87.4088066796,primary,True
42430314,42428264,West 37th Street,108.921207047,secondary,True
42430314,42430317,6th Avenue,78.4641202536,secondary,True
42437749,42437753,Madison Street,86.8441453546,secondary,False
42437749,3884569931,"[u'Saint James Place', u'Pearl Street']",214.656952475,primary,False
42437749,42439813,Saint James Place,112.7259658,primary,False
42450048,42445261,3rd Avenue,80.6370628072,primary,True
2499827795,595352889,West 165th Street,32.3424828395,secondary,False
2499827795,42427133,West 165th Street,105.530245431,secondary,False
42449840,42447201,East 117th Street,154.481681834,residential,True
42449840,42439490,3rd Avenue,79.8473018169,primary,True
42450052,42438953,3rd Avenue,80.0005201975,primary,True
370924677,42450675,FDR Drive,656.571589667,motorway,True
42450055,42450057,3rd Avenue,86.328192401,primary,True
42450055,42447179,East 105th Street,153.925830683,residential,True
42450057,42445827,3rd Avenue,85.6709724285,primary,True
42450057,42443068,East 106th Street,216.035890256,residential,False
42450057,42447182,East 106th Street,154.506521688,residential,False
42441077,42441091,Riverside Drive,255.387066055,residential,False
42441077,42443181,Tiemann Place,81.1655471784,residential,False
42428951,561035368,West 152nd Street,18.3070871903,residential,True
42428951,42428947,Broadway,79.5871534555,primary,True
42425484,42437932,Harlem River Drive,433.571532362,motorway,True
42450061,42434385,3rd Avenue,79.7600019883,primary,True
42450061,42447187,East 109th Street,154.294583129,residential,True
42424701,42429541,West 132nd Street,77.4589354662,residential,False
42424701,42424703,Marginal Street,133.879933864,secondary,True
42430317,42430320,6th Avenue,78.8486058231,secondary,True
42430317,42433604,West 38th Street,310.659197512,unclassified,True
42450066,42447192,East 111th Street,154.269872652,residential,True
42450066,42449422,3rd Avenue,81.1048125928,primary,True
42450071,42449840,3rd Avenue,87.3483364697,primary,True
42450071,42443085,East 116th Street,214.726095162,residential,False
42450071,42447199,East 116th Street,154.143775907,residential,False
589100228,42448714,FDR Drive,49.0485285127,primary,True
42458267,42428444,Prince Street,80.5349082595,residential,True
42458267,42453327,Crosby Street,102.813889527,residential,True
1764400286,1764400297,Nagle Avenue,67.042008359,primary,True
1764400286,42432789,Dyckman Street,116.550987582,primary,False
1764400286,42432785,Dyckman Street,10.4893986627,primary,False
42450080,42445196,3rd Avenue,80.1466486383,primary,True
42450080,42447206,East 121st Street,154.254103724,residential,True
42441889,42429557,Riverside Drive,81.5042936918,residential,True
60917021,60928402,Henry Hudson Parkway,756.992968035,motorway,True
42450083,42438774,3rd Avenue,79.7490404102,primary,True
42450083,42447207,East 123rd Street,154.195775911,residential,True
1764400292,1764400286,Nagle Avenue,31.1698777114,primary,True
42436202,42456297,Trinity Place,96.0582300014,secondary,True
42441895,42441899,Riverside Drive,80.6961783016,residential,True
1061531777,42421969,West 61st Street,92.8171440945,residential,True
1061531777,1061531509,Broadway,93.5864032422,primary,True
42450089,42447208,East 127th Street,153.495944617,residential,True
42450089,3702296507,3rd Avenue,82.033388455,residential,True
42450089,42443118,East 127th Street,212.30831605,secondary,True
1764400298,1764400304,Nagle Avenue,62.2740501473,primary,True
1764400298,42432785,Dyckman Street,18.7860097116,primary,False
1764400298,1764424345,Dyckman Street,306.084191473,primary,False
42441899,42431111,West 102nd Street,143.588138448,residential,True
42441899,42441903,Riverside Drive,80.1079554439,residential,True
1764400300,2093008357,Nagle Avenue,23.9440432378,primary,True
42441903,42441907,Riverside Drive,79.6226474114,residential,True
42433712,42433715,Battery Place,79.386934491,residential,False
42433712,246901366,Battery Place,160.1555882,residential,False
1764400306,42445634,Academy Street,9.06322670498,tertiary,False
1764400306,1764400318,Nagle Avenue,176.48718968,primary,True
42441907,42437920,Riverside Drive,79.87540266,residential,True
42441907,42431116,West 104th Street,144.668080147,residential,True
1807940789,42442557,West 102nd Street,123.727767792,residential,False
42441910,42441913,Riverside Drive,82.0260812359,residential,True
42441910,595314103,West 108th Street,135.076273262,residential,True
42441913,42441926,Riverside Drive,78.6458984675,residential,True
3639382768,561042195,Park Avenue,43.8024923263,secondary,True
1764400318,42452495,West 204th Street,9.11033963423,secondary,False
1764400318,42455493,West 204th Street,53.4898609904,secondary,False
1764400318,1764626357,Nagle Avenue,91.9497450428,primary,True
42438295,42438292,West 142nd Street,67.0877202613,residential,True
42438295,42447404,Hamilton Place,87.0492169208,residential,True
589520065,42434135,1st Avenue,14.3311630363,secondary,True
42441926,42452276,Cathedral Parkway,126.22324407,secondary,False
42441926,42428782,Cathedral Parkway,117.402661218,secondary,False
42441926,42441942,Riverside Drive,86.5093866655,residential,True
42458313,42432305,Prince Street,72.5962842856,residential,True
42458313,1918039898,Elizabeth Street,192.022582716,residential,True
42433743,2141026499,Central Park North,17.3386513549,secondary,False
42433743,4016646214,Central Park North,238.648114373,secondary,False
4597668028,42439203,East 20th Street,11.3732489138,residential,True
4597668028,4597668038,Park Avenue South,75.0217003036,secondary,True
42441942,42437223,Riverside Drive,80.6512764161,residential,True
1773055865,42435434,Worth Street,86.7386083044,residential,False
1773055865,1773055860,Park Row,192.933921145,residential,True
1773055865,588455743,Oliver Street,15.9649673201,primary,False
42433060,42433058,Saint Nicholas Avenue,79.0871980194,secondary,False
42433060,42433062,Saint Nicholas Avenue,79.7229299649,secondary,False
42433060,42449631,West 177th Street,118.997692029,residential,True
596776613,42446169,East 121st Street,145.732969571,residential,True
596776613,596776594,Park Avenue,79.1089612864,secondary,True
42458333,42449683,Park Avenue,78.068679344,secondary,True
42458333,42446941,East 36th Street,147.249476374,secondary,True
42441950,42441949,Riverside Drive,157.707462454,secondary,False
42441950,595352935,Riverside Drive,13.7522091954,secondary,False
42441951,42438297,Riverside Drive,82.0992263521,unclassified,True
42441952,42441953,Riverside Drive,78.4134486794,secondary,False
42441952,42438297,Riverside Drive,83.0249298383,secondary,False
42441953,42428928,West 144th Street,139.742118247,residential,True
42441953,42434264,Riverside Drive,86.5051948812,secondary,False
42441953,42441952,Riverside Drive,78.4134486794,secondary,False
42425570,42425232,Central Park West,230.052809465,secondary,False
42425570,42435331,Central Park West,84.7006445025,secondary,False
1241742563,4081416473,West 62nd Street,273.931869465,residential,True
1241742563,42421974,Columbus Avenue,77.6083076465,primary,True
42441956,42439216,Riverside Drive,80.058662045,secondary,False
42441956,42441955,Riverside Drive,78.9925550186,secondary,False
42433062,42433064,Saint Nicholas Avenue,81.8756503015,secondary,False
42433062,42452147,West 178th Street,134.779896782,secondary,True
42433062,42433060,Saint Nicholas Avenue,79.7229299649,secondary,False
42458342,596776497,East 116th Street,26.4237900071,residential,False
42458342,42447199,East 116th Street,142.984895036,residential,False
42458342,42449833,Park Avenue,86.7023529042,secondary,True
42446994,42449961,East 52nd Street,156.358394924,residential,True
42446994,42440459,Lexington Avenue,79.2554586855,secondary,True
3788379733,42430136,6th Avenue,39.9969503021,primary,True
3788379733,4143859873,Canal Street,33.1752876001,primary,False
3788379733,42439550,Canal Street,64.8479120254,primary,False
1692450029,42439178,2nd Avenue,73.7048966399,primary,True
1692450029,390519635,East 21st Street,215.914063948,residential,True
42442621,42442618,Amsterdam Avenue,76.7983638325,secondary,False
42442621,42443659,Hamilton Place,84.4058748593,residential,True
42442621,42434262,Amsterdam Avenue,86.1213510369,secondary,False
4207143421,42436024,West Street,73.3594777507,trunk,True
4207143421,42438060,Vestry Street,88.9212449416,residential,True
42433779,42440376,Malcolm X Boulevard,78.0374152643,secondary,True
42433779,3099327948,West 140th Street,13.5282157939,residential,True
61275380,61273004,12th Avenue,87.6431091788,trunk,True
61275380,42440973,West 55th Street,21.7134580254,unclassified,True
595105589,42438898,"[u'East 48th Street', u'Gen. Douglas MacArthur Plaza']",239.057338811,residential,True
595105589,595105499,1st Avenue,88.3390193844,primary,True
42457209,42430983,West 63rd Street,118.446708558,residential,False
42433785,42435858,Frederick Douglass Boulevard,79.4840916655,secondary,False
42433785,42435860,Frederick Douglass Boulevard,78.8475199246,secondary,False
42433785,42433789,West 140th Street,133.087625246,residential,False
42433785,42433781,West 140th Street,266.541957373,residential,False
42433789,42432960,West 140th Street,75.2442208278,residential,False
42433789,42439601,Edgecombe Avenue,78.7763895742,tertiary,False
42433789,42439599,Edgecombe Avenue,79.4196030383,tertiary,False
42433789,42433785,West 140th Street,133.087625246,residential,False
42430603,42430600,11th Avenue,78.7616294168,secondary,True
42430603,42438674,West 28th Street,274.410070822,unclassified,True
596776150,42436539,East 89th Street,144.840297812,residential,True
596776150,596776103,Park Avenue,80.4971854422,secondary,True
42438529,42437505,Montgomery Street,54.1361757723,secondary,False
42438529,42438531,Montgomery Street,56.6834494343,secondary,False
42438529,42436974,Water Street,74.03776914,residential,True
42433800,42433797,West 140th Street,134.053603675,residential,True
42433800,42453757,Hamilton Place,85.2312946127,residential,True
42445356,42445357,Reade Street,124.65524736,secondary,True
42445356,42430550,Church Street,72.85018702,secondary,True
358448394,42437688,9th Avenue,21.2042065162,primary,True
358448394,427841073,West 30th Street,170.966505867,primary,True
595295501,42422592,West 79th Street,12.3269920663,secondary,False
595295501,42422366,West 79th Street,86.73653957,secondary,False
4679523598,4320028826,West 4th Street,14.4395512645,unclassified,True
4679523598,42430805,Christopher Street,15.3270013606,residential,True
42428973,42428970,Broadway,95.7201058971,primary,True
42428973,561035380,West 165th Street,18.3068787157,secondary,False
42428973,42427133,West 165th Street,183.909118971,secondary,False
42446723,3099326116,West 111th Street,14.1638446931,residential,True
42446723,42437204,Malcolm X Boulevard,80.3397228973,secondary,True
42429659,42429657,West 18th Street,310.372313888,unclassified,True
42429659,42430263,6th Avenue,73.9607338245,secondary,True
42442628,42442625,Amsterdam Avenue,79.3167212424,secondary,False
42442628,561035363,West 147th Street,270.12608945,residential,True
42442628,42439213,Amsterdam Avenue,79.6053835882,secondary,False
42441263,42440577,Riverside Drive,80.2039540107,secondary,True
596776656,42438707,East 124th Street,27.1267926175,residential,True
596776656,596776659,Park Avenue,79.6530339671,secondary,True
42433821,42430233,West Washington Place,129.641656384,unclassified,True
42433821,42451987,Barrow Street,31.2472540146,unclassified,True
42433822,42451987,West 4th Street,70.0804697556,unclassified,True
42433822,42430803,Grove Street,43.6520470777,unclassified,True
42433822,42433821,Sheridan Square,80.0748520714,unclassified,True
4629486879,4142105813,Canal Street,105.365019742,primary,True
1241742627,42440934,Columbus Avenue,77.0857586341,primary,True
42439207,42445612,Baxter Street,140.593180219,residential,True
42439207,42435470,Grand Street,70.2396460815,secondary,True
42433834,42444360,Moore Street,62.8670812506,residential,True
42433834,42431898,Water Street,64.8633959819,primary,False
42433834,42426747,New York Plaza,62.0703182568,primary,False
595254571,1672106385,West 62nd Street,114.283719765,residential,True
595254571,1672106382,Riverside Boulevard,78.290828199,residential,False
595254571,42421985,"[u'West 61st Street', u'Riverside Boulevard']",330.013841175,"[u'unclassified', u'residential']",False
42428936,42441956,West 147th Street,116.745802994,residential,True
42428936,42428934,Broadway,79.0832663195,primary,True
4597668031,4597668032,Park Avenue South,78.6147925813,secondary,True
4597668031,42445885,East 27th Street,151.486312573,unclassified,True
42446728,42433743,Adam Clayton Powell Jr. Boulevard,74.2663326166,primary,True
42446728,42435743,West 111th Street,264.829394275,residential,True
42433075,42433072,Saint Nicholas Avenue,76.3097829663,secondary,False
42433075,42449644,West 185th Street,118.426424586,residential,False
42433075,42433077,Saint Nicholas Avenue,86.9095381967,secondary,False
42433075,42454102,West 185th Street,134.118265582,residential,False
4142105822,42424619,Hudson Street,11.6248426886,secondary,True
4142105822,4629486879,Canal Street,25.8824685127,primary,True
595352889,2499827795,West 165th Street,32.3424828395,secondary,False
595352889,42437324,West 165th Street,29.5612228329,secondary,False
595352897,42437324,Riverside Drive,372.202527331,secondary,False
595352897,587934079,Riverside Drive West,33.8246031685,secondary,False
42458435,587812665,Henry Hudson Parkway,177.962620442,motorway,True
42449098,42440946,West Street,73.4182524608,trunk,True
595352904,42428958,Broadway,26.9715221579,primary,True
595352906,761293090,Riverside Drive,59.8816206245,secondary,True
595352906,587934139,West 155th Street,164.783999181,tertiary,True
595352907,587934139,West 155th Street,235.304956134,residential,False
593886229,42454495,East 36th Street,37.0033909812,secondary,True
1775260897,42445603,Chrystie Street,57.712232238,secondary,False
1775260897,4477147270,Chrystie Street,73.0637247468,secondary,True
42427206,42427212,Fort Washington Avenue,199.121880652,secondary,False
42427206,42427196,Fort Washington Avenue,142.919051424,secondary,False
42427206,42454089,West 185th Street,81.2113069088,residential,False
42428570,1825841754,Broadway,70.260697035,primary,True
42428570,1241742627,West 60th Street,203.993206224,residential,True
42445369,42445374,East 34th Street,148.081442148,primary,False
42445369,561042190,East 34th Street,17.9098655389,primary,False
42445369,42434951,Park Avenue,85.4643935603,secondary,True
42438544,42445888,East 28th Street,154.369566591,unclassified,True
42438544,42434800,5th Avenue,77.5822318393,secondary,True
42450275,42455337,Audubon Avenue,75.9198003329,tertiary,False
42450275,42433107,West 189th Street,133.839634098,residential,True
42450275,42455335,Audubon Avenue,79.2391310127,tertiary,False
596776166,596776165,Park Avenue,80.3794258035,secondary,True
42442750,42442745,Amsterdam Avenue,76.9408190525,secondary,False
42442750,42442755,Amsterdam Avenue,86.3808100952,secondary,False
42442750,42454102,West 185th Street,140.746095998,living_street,False
595352935,42438297,Riverside Drive,231.155961387,secondary,False
595352935,42433811,Riverside Drive,66.0764247263,unclassified,True
595352935,42441950,Riverside Drive,13.7522091954,secondary,False
42457660,596776260,East 96th Street,24.6580050655,secondary,False
42457660,42449005,Park Avenue,84.7705902617,secondary,True
42457660,42447166,East 96th Street,143.170563625,secondary,False
4597668033,42445409,East 30th Street,13.2103600356,tertiary,True
4597668033,4597668043,Park Avenue South,78.1426453507,secondary,True
42450290,42436296,Bennett Avenue,123.869567574,residential,True
42443574,42439927,West 150th Street,239.627317534,residential,True
42443574,42449127,Macombs Place,89.6153771031,secondary,True
42442107,42429504,Beaver Street,86.3479376063,residential,True
42442107,1251958257,Pearl Street,98.6893800632,residential,True
246857084,246889362,West Street,381.153804981,trunk,True
42442645,42438024,Amsterdam Avenue,78.5386318881,secondary,False
42442645,561035369,West 153rd Street,269.957644162,residential,True
42442645,42442642,Amsterdam Avenue,80.0177299676,secondary,False
42430713,42430722,11th Avenue,80.563221507,secondary,False
42430713,42446363,West 52nd Street,272.970335314,residential,True
42430713,42430707,11th Avenue,76.7335560659,secondary,False
42433927,42435497,86th Street Transverse Road,188.087611288,secondary,True
42433927,42435310,86th Street Transverse Road,733.19320552,secondary,False
42445757,42436556,East End Avenue,83.3994366636,residential,False
42445757,42451773,East End Avenue,79.7878570339,residential,False
42442123,3858909357,Mount Morris Park West,79.955249888,secondary,True
42440847,42436083,Canal Street,73.4351083557,primary,True
42428994,42427152,West 173rd Street,158.305113747,residential,True
42428994,2499802957,Broadway,37.7814394832,primary,False
42428994,42428998,Broadway,84.138076562,primary,False
60929261,42438160,Riverside Drive,15.6565769214,secondary,False
60929261,1769708232,Lafayette Plaza,69.9346555923,secondary,True
60929261,60927837,Riverside Drive,311.945008511,secondary,False
42442128,42453241,West 124th Street,148.312269181,residential,True
42442128,42438906,Mount Morris Park West,79.3439876869,secondary,True
42441283,42441299,Riverside Drive,329.158563179,secondary,True
42450325,42430167,King Street,54.5502991023,residential,True
42450325,42439335,MacDougal Street,95.3768996726,unclassified,True
1241742743,1241742627,West 60th Street,273.239298432,residential,True
1241742743,42421982,Amsterdam Avenue,80.3671767016,primary,True
42428640,1061531500,West 74th Street,18.1142675576,residential,True
42428640,42428637,Broadway,83.8643186009,primary,True
1762221470,42437944,West 191st Street,118.825792388,residential,True
